review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
"Need to familiar with the app. First use it, don't know how to amend the order 😊",need to familiar with the app first use it do not NOT_know NOT_how NOT_to NOT_amend the order smiling face with smiling eyes,"need to familiar with the app. first use it, do not know how to amend the order smiling face with smiling eyes",grab_reviews.csv,4.0,0.7184,0.3125,0.41666666666666663,positive,"need to familiar with the app. first use it, don't know how to amend the order 😊",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"I love it specially on raindy days, i still get my food. Thank you",i love it specially on raindy days i still get my food thank you,"i love it specially on raindy days, i still get my food. thank you",foodpanda_reviews.csv,5.0,0.7717,0.4285714285714286,0.5857142857142856,positive,"i love it specially on raindy days, i still get my food. thank you",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Must say its a perfect experience ever❤❤❤❤❤,must say its a perfect experience ever love love love love love,must say its a perfect experience ever love love love love love,foodpanda_reviews.csv,5.0,0.9792,0.5833333333333334,0.6666666666666666,positive,must say its a perfect experience ever❤❤❤❤❤,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It's just amazing 😻 It has everything I need Thank you 🐼😊,it is just amazing smiling cat with heart eyes it has everything i need thank you panda smiling face with smiling eyes,it is just amazing smiling cat with heart eyes it has everything i need thank you panda smiling face with smiling eyes,foodpanda_reviews.csv,5.0,0.936,0.6000000000000001,0.9,positive,it's just amazing 😻 it has everything i need thank you 🐼😊,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Gave 5 star just for fun,gave 5 star just for fun,gave 5 star just for fun,foodpanda_reviews.csv,5.0,0.5106,0.3,0.2,positive,gave 5 star just for fun,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
My fav app in the world. I'm sure I am their best customer. Love foodpanda!!,my fav app in the world i am sure i am their excellent customer love foodpanda,my fav app in the world. i am sure i am their excellent customer. love foodpanda!!,foodpanda_reviews.csv,5.0,0.9298,0.7604166666666666,0.8296296296296296,positive,my fav app in the world. i'm sure i am their best customer. love foodpanda!!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Best app to use in South East Asia e.g. Malaysia and Singapore,excellent app to use in south east asia e g malaysia and singapore,excellent app to use in south east asia e. g. malaysia and singapore,grab_reviews.csv,5.0,0.5719,1.0,1.0,positive,best app to use in south east asia e.g. malaysia and singapore,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very convenient and you can also pay using GCASH!!!! 💖💖💖💖,very convenie not NOT_and NOT_you NOT_can NOT_also pay using gcash sparkling heart sparkling heart sparkling heart sparkling heart,very convenie not and you can also pay using gcash!!!! sparkling heart sparkling heart sparkling heart sparkling heart,foodpanda_reviews.csv,5.0,0.8209,0.48828125,0.3,positive,very convenient and you can also pay using gcash!!!! 💖💖💖💖,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
This is very good app... I like it,this is very good app i like it,this is very good app... i like it,foodpanda_reviews.csv,5.0,0.7146,0.9099999999999999,0.7800000000000001,positive,this is very good app... i like it,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Nice Sub sy best Mansehra Hotel,nice sub sy excellent mansehra hotel,nice sub sy excellent mansehra hotel,foodpanda_reviews.csv,5.0,0.7579,0.8,1.0,positive,nice sub sy best mansehra hotel,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Really an amazing app. Wherever I'm, foodpanda always gives full options for food delivery",really an amazing app wherever i am foodpanda always gives full options for food delivery,"really an amazing app. wherever i am, foodpanda always gives full options for food delivery",foodpanda_reviews.csv,4.0,0.6222,0.47500000000000003,0.7250000000000001,positive,"really an amazing app. wherever i'm, foodpanda always gives full options for food delivery",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good Service of Home Delivery,good service of home delivery,good service of home delivery,foodpanda_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,good service of home delivery,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It helps me a lot thanks!,it helps me a lot thanks,it helps me a lot thanks!,foodpanda_reviews.csv,5.0,0.6996,0.25,0.2,positive,it helps me a lot thanks!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Perfect if you want to get from A to B in Asia. Super simple and convenient to use,perfect if you wa not NOT_to NOT_get NOT_from NOT_a to b in asia super simple and convenie not NOT_to NOT_use,perfect if you wa not to get from a to b in asia. super simple and convenie not to use,grab_reviews.csv,5.0,0.8225,0.4444444444444444,0.6746031746031745,positive,perfect if you want to get from a to b in asia. super simple and convenient to use,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
grab car service excellent,grab car service excellent not,grab car service excellent not,grab_reviews.csv,5.0,0.5719,1.0,1.0,positive,grab car service excellent,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very helpfull... I hope grab car will keep give a lot of promo yaaa,very helpfull i hope grab car will keep give a lot of promo ya,very helpfull... i hope grab car will keep give a lot of promo ya,grab_reviews.csv,5.0,0.4902,0.2,0.3,positive,very helpfull... i hope grab car will keep give a lot of promo yaaa,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Thanks, membantu.",thanks membantu,"thanks, membantu.",grab_reviews.csv,5.0,0.4404,0.2,0.2,positive,"thanks, membantu.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Very easy and helpful app... User can have a nice and safety ride with affordable price... For your input please fix the pickup location using pin point... The Result pin point not the same between the maps n location app (always move far away), thanks",very easy and helpful app user can have a nice and safety ride with affordable price for your input please fix the pickup location using pin poi not the result pin poi not not NOT_the NOT_same NOT_between NOT_the maps n location app always move far away thanks,"very easy and helpful app... user can have a nice and safety ride with affordable price... for your input please fix the pickup location using pin poi not... the result pin poi not not the same between the maps n location app always move far away, thanks",grab_reviews.csv,5.0,0.9438,0.2926666666666667,0.665,positive,"very easy and helpful app... user can have a nice and safety ride with affordable price... for your input please fix the pickup location using pin point... the result pin point not the same between the maps n location app (always move far away), thanks",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good app love it!!,good app love it,good app love it!!,grab_reviews.csv,5.0,0.8264,0.740625,0.6000000000000001,positive,good app love it!!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very good app helping hands of mine,very good app helping hands of mine,very good app helping hands of mine,foodpanda_reviews.csv,5.0,0.6865,0.9099999999999999,0.7800000000000001,positive,very good app helping hands of mine,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"best, so far",excellent so far,"excellent, so far",grab_reviews.csv,5.0,0.5719,0.55,1.0,positive,"best, so far",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Never had so much problem. Chat support staff is quick to reply and help us with our concerns. They also give vouchers if ever you have trouble. The BEST FOOD APP I ever had. So easy to use and very convenient for us. Great job! More power Food Panda. You must try!,never NOT_had NOT_so NOT_much NOT_problem chat support staff is quick to reply and help us with our concerns they also give vouchers if ever you have trouble the excellent food app i ever had so easy to use and very convenie not NOT_for NOT_us great job more excellent food panda you must try,never had so much problem. chat support staff is quick to reply and help us with our concerns. they also give vouchers if ever you have trouble. the excellent food app i ever had. so easy to use and very convenie not for us. great job! more excellent food panda. you must try!,foodpanda_reviews.csv,5.0,0.8463,0.4962962962962963,0.587037037037037,positive,never had so much problem. chat support staff is quick to reply and help us with our concerns. they also give vouchers if ever you have trouble. the best food app i ever had. so easy to use and very convenient for us. great job! more power food panda. you must try!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Food panda is really such a awesome appp,food panda is really such a awesome ap,food panda is really such a awesome ap,foodpanda_reviews.csv,5.0,0.6573,0.5,0.75,positive,food panda is really such a awesome appp,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It is a very nice app.,it is a very nice app,it is a very nice app.,foodpanda_reviews.csv,1.0,0.4754,0.78,1.0,positive,it is a very nice app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
besttt apps for food,excellent apps for food,excellent apps for food,foodpanda_reviews.csv,5.0,0.5719,1.0,1.0,positive,besttt apps for food,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very user friendly. Lots of discount every months.,very user friendly lots of discou not NOT_every NOT_months,very user friendly. lots of discou not every months.,grab_reviews.csv,4.0,0.539,0.2875,0.4,positive,very user friendly. lots of discount every months.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"i love this app because i use this app when i,m hungry",i love this app because i use this app when i m hungry,"i love this app because i use this app when i, m hungry",foodpanda_reviews.csv,5.0,0.6369,0.5,0.6,positive,"i love this app because i use this app when i,m hungry",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Im happy with the service😊,im happy with the service smiling face with smiling eyes,im happy with the service smiling face with smiling eyes,grab_reviews.csv,5.0,0.8658,0.8,1.0,positive,im happy with the service😊,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Great experience 😊,great experience smiling face with smiling eyes,great experience smiling face with smiling eyes,grab_reviews.csv,5.0,0.8779,0.8,0.75,positive,great experience 😊,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Love that you can tip the riders. Thank you!,love that you can tip the riders thank you,love that you can tip the riders. thank you!,grab_reviews.csv,5.0,0.7901,0.625,0.6,positive,love that you can tip the riders. thank you!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Grab has always been very safe, efficient and professional in all their services, may it be on food delivery, ride hailing or other delivery service. Thank you and please continue on serving the people.",grab has always been very safe efficie not NOT_and NOT_professional NOT_in NOT_all their services may it be on food delivery ride hailing or other delivery service thank you and please continue on serving the people,"grab has always been very safe, efficie not and professional in all their services, may it be on food delivery, ride hailing or other delivery service. thank you and please continue on serving the people.",grab_reviews.csv,5.0,0.7902,0.20833333333333334,0.375,positive,"grab has always been very safe, efficient and professional in all their services, may it be on food delivery, ride hailing or other delivery service. thank you and please continue on serving the people.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
so far good👍,so far good good,so far good good,grab_reviews.csv,4.0,0.7474,0.5,0.7333333333333334,positive,so far good👍,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very accomodating sina rider at very nice ang packaging ng mga foods,very accomodating sina rider at very nice ang packaging ng mga foods,very accomodating sina rider at very nice ang packaging ng mga foods,foodpanda_reviews.csv,5.0,0.4754,0.49,0.65,positive,very accomodating sina rider at very nice ang packaging ng mga foods,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Makes everything easy,makes everything easy,makes everything easy,grab_reviews.csv,5.0,0.4404,0.43333333333333335,0.8333333333333334,positive,makes everything easy,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It is a good option.,it is a good option,it is a good option.,foodpanda_reviews.csv,4.0,0.4404,0.7,0.6000000000000001,positive,it is a good option.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
maganda sya kc mabilis lng ...❤️,maganda sya kc mabilis lng love,maganda sya kc mabilis lng... love,foodpanda_reviews.csv,5.0,0.6369,0.5,0.6,positive,maganda sya kc mabilis lng ...❤️,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Well as you know that the most popular in the world and a good way to get a good life is to make a big deal for your life with your business life in life you will find the right one to make your own decisions that are important and you want a better relationship and your own personal relationship will make your business more important for the best for the future in life that will help us make you happy for the most effective way for your future and your family to make a great investment and a go,well as you know that the most popular in the world and a good way to get a good life is to make a big deal for your life with your business life in life you will find the right one to make your own decisions that are importa not NOT_and NOT_you NOT_wa not NOT_a NOT_better NOT_relationship NOT_and your own personal relationship will make your business more importa not NOT_for NOT_the NOT_excellent NOT_for the future in life that will help us make you happy for the most effective way for your future and your family to make a great investme not NOT_and NOT_a NOT_go,well as you know that the most popular in the world and a good way to get a good life is to make a big deal for your life with your business life in life you will find the right one to make your own decisions that are importa not and you wa not a better relationship and your own personal relationship will make your business more importa not for the excellent for the future in life that will help us make you happy for the most effective way for your future and your family to make a great investme not and a go,foodpanda_reviews.csv,5.0,0.9611,0.44087301587301586,0.601984126984127,positive,well as you know that the most popular in the world and a good way to get a good life is to make a big deal for your life with your business life in life you will find the right one to make your own decisions that are important and you want a better relationship and your own personal relationship will make your business more important for the best for the future in life that will help us make you happy for the most effective way for your future and your family to make a great investment and a go,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Easy ,comfortable and reasonably prices",easy comfortable and reasonably prices,"easy, comfortable and reasonably prices",grab_reviews.csv,5.0,0.7351,0.3444444444444445,0.7444444444444445,positive,"easy ,comfortable and reasonably prices",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
He was on time as mentioned n friendly.,he was on time as mentioned n friendly,he was on time as mentioned n friendly.,grab_reviews.csv,5.0,0.4939,0.375,0.5,positive,he was on time as mentioned n friendly.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
amazing app... would recommend to madlang pipol...,amazing app would recommend to madlang pipol,amazing app... would recommend to madlang pipol...,grab_reviews.csv,5.0,0.743,0.6000000000000001,0.9,positive,amazing app... would recommend to madlang pipol...,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The taste of food is good. But food panda riders are the best.,the taste of food is good but food panda riders are the excellent CONTRAST_FOCUS food panda riders are the excellent CONTRAST_FOCUS food panda riders are the excellent,food panda riders are the excellent.,foodpanda_reviews.csv,5.0,0.5719,1.0,1.0,positive,the taste of food is good. but food panda riders are the best.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very nice app I mean don't know why some restaurants ban it but seriously their riders are excellent,very nice app i mean do not NOT_know NOT_why NOT_some NOT_restaurants ban it but seriously their riders are excellent not CONTRAST_FOCUS seriously their riders are excellent not CONTRAST_FOCUS seriously their riders are excellent not,seriously their riders are excellent not,foodpanda_reviews.csv,5.0,0.4588,0.33333333333333337,0.8333333333333333,positive,very nice app i mean don't know why some restaurants ban it but seriously their riders are excellent,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
very much loveeee,very much love,very much love,grab_reviews.csv,5.0,0.6682,0.5,0.6,positive,very much loveeee,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Excellent 👍😀👌,excellent bad grinning face ok hand,excellent bad grinning face ok hand,foodpanda_reviews.csv,5.0,0.7964,0.2666666666666667,0.7222222222222222,positive,excellent 👍😀👌,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very useful app specially during this period.,very useful app specially during this period,very useful app specially during this period.,foodpanda_reviews.csv,5.0,0.4927,0.37357142857142855,0.2857142857142857,positive,very useful app specially during this period.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Excellent food service app. Food panda has become most commonly used online food service app.,excellent not NOT_food NOT_service NOT_app food panda has become most commonly used online food service app,excellent not food service app. food panda has become most commonly used online food service app.,foodpanda_reviews.csv,5.0,0.5719,0.39999999999999997,0.6666666666666666,positive,excellent food service app. food panda has become most commonly used online food service app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Hopefully you could improve the riders exact location so that we could monitor them. Make the rider icon moving on the map. Thanks,hopefully you could improve the riders exact location so that we could monitor them make the rider icon moving on the map thanks,hopefully you could improve the riders exact location so that we could monitor them. make the rider icon moving on the map. thanks,foodpanda_reviews.csv,4.0,0.8176,0.225,0.225,positive,hopefully you could improve the riders exact location so that we could monitor them. make the rider icon moving on the map. thanks,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
taxi transportation made easy,taxi transportation made easy,taxi transportation made easy,grab_reviews.csv,5.0,0.4404,0.43333333333333335,0.8333333333333334,positive,taxi transportation made easy,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Convenience wise,convenience wise,convenience wise,foodpanda_reviews.csv,5.0,0.4767,0.7,0.9,positive,convenience wise,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Everything is good,everything is good,everything is good,grab_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,everything is good,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Displayed 30 mins to delivery. but after 1.5 hours it said the restaurant didn't accept the order. Experienced a lot of issues in timing. 30 mins will surely take more than an hour now.,displayed 30 mins to delivery but after 1 5 hours it said the restaura not NOT_did not NOT_accept NOT_the NOT_order experienced a lot of issues in timing 30 mins will surely take more than an hour now CONTRAST_FOCUS after 1 5 hours it said the restaura not NOT_did not NOT_accept NOT_the NOT_order experienced a lot of issues in timing 30 mins will surely take more than an hour now CONTRAST_FOCUS after 1 5 hours it said the restaura not NOT_did not NOT_accept NOT_the NOT_order experienced a lot of issues in timing 30 mins will surely take more than an hour now,after 1. 5 hours it said the restaura not did not accept the order. experienced a lot of issues in timing. 30 mins will surely take more than an hour now.,foodpanda_reviews.csv,1.0,0.5826,0.6,0.762962962962963,positive,displayed 30 mins to delivery. but after 1.5 hours it said the restaurant didn't accept the order. experienced a lot of issues in timing. 30 mins will surely take more than an hour now.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Greater Choice than foodpanda. Can be signed in in different devices and a lot more intuitive on how to use overall.,greater choice than foodpanda can be signed in in differe not NOT_devices NOT_and NOT_a NOT_lot more intuitive on how to use overall,greater choice than foodpanda. can be signed in in differe not devices and a lot more intuitive on how to use overall.,grab_reviews.csv,5.0,0.3612,0.3333333333333333,0.3333333333333333,positive,greater choice than foodpanda. can be signed in in different devices and a lot more intuitive on how to use overall.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Nice update, goodluck lol",nice update goodluck lol,"nice update, goodluck lol",foodpanda_reviews.csv,1.0,0.6808,0.7,0.85,positive,"nice update, goodluck lol",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I always use grab car. Very satisfied rider here! Good job grab for your promo code👏👏👏 thank you😊,i always use grab car very satisfied rider here good job grab for your promo code clapping hands clapping hands clapping hands thank you smiling face with smiling eyes,i always use grab car. very satisfied rider here! good job grab for your promo code clapping hands clapping hands clapping hands thank you smiling face with smiling eyes,grab_reviews.csv,5.0,0.9298,0.75625,0.8,positive,i always use grab car. very satisfied rider here! good job grab for your promo code👏👏👏 thank you😊,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Thank pandas to keep me still alive!!,thank pandas to keep me still alive,thank pandas to keep me still alive!!,foodpanda_reviews.csv,5.0,0.6892,0.15625,0.4,positive,thank pandas to keep me still alive!!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Easy to order fast-food...,easy to order fast food,easy to order fast food...,foodpanda_reviews.csv,4.0,0.4404,0.31666666666666665,0.7166666666666667,positive,easy to order fast-food...,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Ok getting better,ok getting better,ok getting better,grab_reviews.csv,5.0,0.6249,0.5,0.5,positive,ok getting better,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The app takes a while but its also good,the app takes a while but its also good CONTRAST_FOCUS its also good CONTRAST_FOCUS its also good,its also good,foodpanda_reviews.csv,4.0,0.4404,0.7,0.6000000000000001,positive,the app takes a while but its also good,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Grab in the Phil. So much better than Uber where I came from. Its all in one. Quick and very easy booking.,grab in the phil so much better than uber where i came from its all in one quick and very easy booking,grab in the phil. so much better than uber where i came from. its all in one. quick and very easy booking.,grab_reviews.csv,4.0,0.7485,0.4655555555555555,0.6666666666666666,positive,grab in the phil. so much better than uber where i came from. its all in one. quick and very easy booking.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I love ordering food from foodpanda. i like their customer service,i love ordering food from foodpanda i like their customer service,i love ordering food from foodpanda. i like their customer service,foodpanda_reviews.csv,5.0,0.7717,0.5,0.6,positive,i love ordering food from foodpanda. i like their customer service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Love its fast response, friendly drivers, and affordable service. Highly recommended",love its fast response friendly drivers and affordable service highly recommended,"love its fast response, friendly drivers, and affordable service. highly recommended",grab_reviews.csv,5.0,0.8588,0.30874999999999997,0.56,positive,"love its fast response, friendly drivers, and affordable service. highly recommended",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Nice app. Easy UI. But whenever I place an order, it always switches to credit card payment mode. I prefer to pay cash using the payment mode. Why can't the app remember what's our previous payment modes? Or design a sliding button to lock out payment mode. Well, Grab is in cahoots with credit card companies. It's so obvious that by using the card to pay means more profit for both money-grubbing companies. Stop enticing users to choose the Premium$$.",nice app easy ui but whenever i place an order it always switches to credit card payme not NOT_mode i prefer to pay cash using the payme not NOT_mode why cannot NOT_the NOT_app NOT_remember NOT_what's our previous payme not NOT_modes or design a sliding button to lock out payme not NOT_mode well grab is in cahoots with credit card companies it is so obvious that by using the card to pay means more profit for both money grubbing companies stop enticing users to choose the premium CONTRAST_FOCUS whenever i place an order it always switches to credit card payme not NOT_mode i prefer to pay cash using the payme not NOT_mode why cannot NOT_the NOT_app NOT_remember NOT_what's our previous payme not NOT_modes or design a sliding button to lock out payme not NOT_mode well grab is in cahoots with credit card companies it is so obvious that by using the card to pay means more profit for both money grubbing companies stop enticing users to choose the premium CONTRAST_FOCUS whenever i place an order it always switches to credit card payme not NOT_mode i prefer to pay cash using the payme not NOT_mode why cannot NOT_the NOT_app NOT_remember NOT_what's our previous payme not NOT_modes or design a sliding button to lock out payme not NOT_mode well grab is in cahoots with credit card companies it is so obvious that by using the card to pay means more profit for both money grubbing companies stop enticing users to choose the premium,"whenever i place an order, it always switches to credit card payme not mode. i prefer to pay cash using the payme not mode. why cannot the app remember what's our previous payme not modes? or design a sliding button to lock out payme not mode. well, grab is in cahoots with credit card companies. it is so obvious that by using the card to pay means more profit for both money grubbing companies. stop enticing users to choose the premium.",grab_reviews.csv,3.0,0.5543,0.11111111111111112,0.38888888888888884,positive,"nice app. easy ui. but whenever i place an order, it always switches to credit card payment mode. i prefer to pay cash using the payment mode. why can't the app remember what's our previous payment modes? or design a sliding button to lock out payment mode. well, grab is in cahoots with credit card companies. it's so obvious that by using the card to pay means more profit for both money-grubbing companies. stop enticing users to choose the premium$$.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The app is a good app,the app is a good app,the app is a good app,foodpanda_reviews.csv,3.0,0.4404,0.7,0.6000000000000001,positive,the app is a good app,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Food panda is like a best friend it perform in my difficult time,food panda is like a excellent friend it perform in my difficult time,food panda is like a excellent friend it perform in my difficult time,foodpanda_reviews.csv,5.0,0.7845,0.25,1.0,positive,food panda is like a best friend it perform in my difficult time,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good app to order foods and groceries 😌,good app to order foods and groceries relieved face,good app to order foods and groceries relieved face,foodpanda_reviews.csv,5.0,0.6705,0.7,0.6000000000000001,positive,good app to order foods and groceries 😌,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Nice one,I like grab car app very nice one thank u all😃👍",nice one i like grab car app very nice one thank u all grinning face with big eyes good,"nice one, i like grab car app very nice one thank u all grinning face with big eyes good",grab_reviews.csv,5.0,0.9356,0.52,0.675,positive,"nice one,i like grab car app very nice one thank u all😃👍",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Thanks for the apps...its good,thanks for the apps its good,thanks for the apps... its good,grab_reviews.csv,5.0,0.7003,0.44999999999999996,0.4,positive,thanks for the apps...its good,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
SERVISE SO NICE....EASY FOR GO ANYWAY,servise so nice easy for go anyway,servise so nice.... easy for go anyway,grab_reviews.csv,5.0,0.4902,0.5166666666666666,0.9166666666666667,positive,servise so nice....easy for go anyway,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Everything regarding this apps is excellent.,everything regarding this apps is excellent not,everything regarding this apps is excellent not.,grab_reviews.csv,5.0,0.5719,1.0,1.0,positive,everything regarding this apps is excellent.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
good app transport,good app transport,good app transport,grab_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,good app transport,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very good app and nice offers too which are generally not available regularly.,very good app and nice offers too which are generally not NOT_available NOT_regularly,very good app and nice offers too which are generally not available regularly.,foodpanda_reviews.csv,4.0,0.7178,0.282,0.45138461538461544,positive,very good app and nice offers too which are generally not available regularly.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good to have Grab...,good to have grab,good to have grab...,grab_reviews.csv,4.0,0.4404,0.7,0.6000000000000001,positive,good to have grab...,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Wonderful and will order again,wonderful and will order again,wonderful and will order again,grab_reviews.csv,5.0,0.5719,1.0,1.0,positive,wonderful and will order again,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Loving it. Solved all my cab issues,loving it solved all my cab issues,loving it. solved all my cab issues,grab_reviews.csv,5.0,0.7184,0.6,0.95,positive,loving it. solved all my cab issues,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Really.helpful,really helpful,really. helpful,foodpanda_reviews.csv,5.0,0.4754,0.2,0.2,positive,really.helpful,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It is a very good service,it is a very good service,it is a very good service,foodpanda_reviews.csv,4.0,0.4927,0.9099999999999999,0.7800000000000001,positive,it is a very good service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
SUPERB!🤘🤘🤘,superb sign of the horns sign of the horns sign of the horns,superb! sign of the horns sign of the horns sign of the horns,grab_reviews.csv,5.0,0.6588,1.0,1.0,positive,superb!🤘🤘🤘,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
A very helpful applicatio,a very helpful applicatio,a very helpful applicatio,grab_reviews.csv,5.0,0.4754,0.2,0.3,positive,a very helpful applicatio,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Terbaik! 👍,terbaik good,terbaik! good,grab_reviews.csv,5.0,0.4926,0.7,0.6000000000000001,positive,terbaik! 👍,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Perfect driver, safe, cool, smooth, kind and helpful person additionally. Thank you Mr. Jason",perfect driver safe cool smooth kind and helpful person additionally thank you mr jason,"perfect driver, safe, cool, smooth, kind and helpful person additionally. thank you mr. jason",grab_reviews.csv,5.0,0.9485,0.5700000000000001,0.71,positive,"perfect driver, safe, cool, smooth, kind and helpful person additionally. thank you mr. jason",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Really we are happy. Because Grab alwyas give good service,really we are happy because grab alwyas give good service,really we are happy. because grab alwyas give good service,grab_reviews.csv,5.0,0.7823,0.5666666666666667,0.6,positive,really we are happy. because grab alwyas give good service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Aplikasi ini bagus banget meskipun ada beberapa supirnya yang bikin sebel,aplikasi ini good banget meskipun ada beberapa supirnya yang bikin sebel,aplikasi ini good banget meskipun ada beberapa supirnya yang bikin sebel,grab_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,aplikasi ini bagus banget meskipun ada beberapa supirnya yang bikin sebel,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Super useful and helpful! This makes getting taxis easier and the prices are agreeable!,super useful and helpful this makes getting taxis easier and the prices are agreeable,super useful and helpful! this makes getting taxis easier and the prices are agreeable!,grab_reviews.csv,5.0,0.9411,0.40104166666666663,0.3333333333333333,positive,super useful and helpful! this makes getting taxis easier and the prices are agreeable!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
nicely for travelling .,nicely for travelling,nicely for travelling.,grab_reviews.csv,5.0,0.4404,0.6,1.0,positive,nicely for travelling .,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Thanks for the safe drive,thanks for the safe drive,thanks for the safe drive,grab_reviews.csv,5.0,0.7003,0.35,0.35,positive,thanks for the safe drive,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
