pattern_id,review,text_sentiment,language_pattern,pattern_type,review_processed,label_text,source_file,review_rating,normalized_key,vader_compound,textblob_polarity,textblob_subjectivity,label_source
TR0470,"Honestly, Service memang bagus",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly service memang good,"honestly, service memang good",curated_multilingual_patterns,,"honestly, service memang bagus",,,,team-curated linguistic pattern label
TR0471,"Honestly, Delivery cepat",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly delivery fast,"honestly, delivery fast",curated_multilingual_patterns,,"honestly, delivery cepat",,,,team-curated linguistic pattern label
TR0472,"Honestly, Harga murah dan berbaloi",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly harga cheap dan berbaloi,"honestly, harga cheap dan berbaloi",curated_multilingual_patterns,,"honestly, harga murah dan berbaloi",,,,team-curated linguistic pattern label
TR0473,"Honestly, App senang guna",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly app senang guna,"honestly, app senang guna",curated_multilingual_patterns,,"honestly, app senang guna",,,,team-curated linguistic pattern label
TR0474,"Honestly, Driver sangat friendly",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly driver sangat friendly,"honestly, driver sangat friendly",curated_multilingual_patterns,,"honestly, driver sangat friendly",,,,team-curated linguistic pattern label
TR0475,"Honestly, Mantap lah",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly excellent,"honestly, excellent",curated_multilingual_patterns,,"honestly, mantap lah",,,,team-curated linguistic pattern label
TR0476,"Honestly, Food 😍",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly food love,"honestly, food love",curated_multilingual_patterns,,"honestly, food 😍",,,,team-curated linguistic pattern label
TR0477,"Honestly, Excellent experience 😊",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly excellent not NOT_experience NOT_smiling NOT_face NOT_with smiling eyes,"honestly, excellent not experience smiling face with smiling eyes",curated_multilingual_patterns,,"honestly, excellent experience 😊",,,,team-curated linguistic pattern label
TR0478,"Honestly, I will order again",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly i will order again,"honestly, i will order again",curated_multilingual_patterns,,"honestly, i will order again",,,,team-curated linguistic pattern label
TR0479,"Honestly, Everything works perfectly",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly everything works perfectly,"honestly, everything works perfectly",curated_multilingual_patterns,,"honestly, everything works perfectly",,,,team-curated linguistic pattern label
TR0480,"Honestly, Very reliable service",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly very reliable service,"honestly, very reliable service",curated_multilingual_patterns,,"honestly, very reliable service",,,,team-curated linguistic pattern label
TR0481,"Honestly, The restaurant fixed the problem quickly",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly the restaura not NOT_resolved NOT_successfully,"honestly, the restaura not resolved successfully",curated_multilingual_patterns,,"honestly, the restaurant fixed the problem quickly",,,,team-curated linguistic pattern label
TR0482,"Honestly, The issue was resolved successfully",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly the issue was resolved successfully,"honestly, the issue was resolved successfully",curated_multilingual_patterns,,"honestly, the issue was resolved successfully",,,,team-curated linguistic pattern label
TR0483,"Honestly, Gud food",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly good food,"honestly, good food",curated_multilingual_patterns,,"honestly, gud food",,,,team-curated linguistic pattern label
TR0484,"Honestly, Very guudd service",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly very good service,"honestly, very good service",curated_multilingual_patterns,,"honestly, very guudd service",,,,team-curated linguistic pattern label
TR0485,"Honestly, This food is so goooood",positive,English/Malay/Manglish/emoji,direct_or_negation,honestly this food is so good,"honestly, this food is so good",curated_multilingual_patterns,,"honestly, this food is so goooood",,,,team-curated linguistic pattern label
TR0486,The order arrived at 7 30 pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,the order arrived at 7 30 pm,the order arrived at 7 30 pm,curated_multilingual_patterns,,the order arrived at 7 30 pm,,,,team-curated linguistic pattern label
TR0487,Delivery took 30 minutes,neutral,English/Malay/Manglish/emoji,direct_or_negation,delivery took 30 minutes,delivery took 30 minutes,curated_multilingual_patterns,,delivery took 30 minutes,,,,team-curated linguistic pattern label
TR0488,I ordered two meals,neutral,English/Malay/Manglish/emoji,direct_or_negation,i ordered two meals,i ordered two meals,curated_multilingual_patterns,,i ordered two meals,,,,team-curated linguistic pattern label
TR0489,The app version is 5 2,neutral,English/Malay/Manglish/emoji,direct_or_negation,the app version is 5 2,the app version is 5 2,curated_multilingual_patterns,,the app version is 5 2,,,,team-curated linguistic pattern label
TR0490,The driver called once,neutral,English/Malay/Manglish/emoji,direct_or_negation,the driver called once,the driver called once,curated_multilingual_patterns,,the driver called once,,,,team-curated linguistic pattern label
TR0491,Payment was made by card,neutral,English/Malay/Manglish/emoji,direct_or_negation,payme not NOT_was NOT_made NOT_by NOT_card,payme not was made by card,curated_multilingual_patterns,,payment was made by card,,,,team-curated linguistic pattern label
TR0492,Saya order dua makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,saya order dua makanan,saya order dua makanan,curated_multilingual_patterns,,saya order dua makanan,,,,team-curated linguistic pattern label
TR0493,Makanan sampai pukul tujuh,neutral,English/Malay/Manglish/emoji,direct_or_negation,makanan sampai pukul tujuh,makanan sampai pukul tujuh,curated_multilingual_patterns,,makanan sampai pukul tujuh,,,,team-curated linguistic pattern label
TR0494,Driver telefon saya,neutral,English/Malay/Manglish/emoji,direct_or_negation,driver telefon saya,driver telefon saya,curated_multilingual_patterns,,driver telefon saya,,,,team-curated linguistic pattern label
TR0495,Bayaran guna kad,neutral,English/Malay/Manglish/emoji,direct_or_negation,bayaran guna kad,bayaran guna kad,curated_multilingual_patterns,,bayaran guna kad,,,,team-curated linguistic pattern label
TR0496,Order sedang diproses,neutral,English/Malay/Manglish/emoji,direct_or_negation,order sedang diproses,order sedang diproses,curated_multilingual_patterns,,order sedang diproses,,,,team-curated linguistic pattern label
TR0497,App dibuka pada waktu pagi,neutral,English/Malay/Manglish/emoji,direct_or_negation,app dibuka pada waktu pagi,app dibuka pada waktu pagi,curated_multilingual_patterns,,app dibuka pada waktu pagi,,,,team-curated linguistic pattern label
TR0498,Food was okay,neutral,English/Malay/Manglish/emoji,direct_or_negation,food was okay,food was okay,curated_multilingual_patterns,,food was okay,,,,team-curated linguistic pattern label
TR0499,Service was average,neutral,English/Malay/Manglish/emoji,direct_or_negation,service was average,service was average,curated_multilingual_patterns,,service was average,,,,team-curated linguistic pattern label
TR0500,Nothing special about the meal,neutral,English/Malay/Manglish/emoji,direct_or_negation,nothing special about the meal,nothing special about the meal,curated_multilingual_patterns,,nothing special about the meal,,,,team-curated linguistic pattern label
TR0501,The restaurant is five kilometres away,neutral,English/Malay/Manglish/emoji,direct_or_negation,the restaura not NOT_is NOT_five NOT_kilometres NOT_away,the restaura not is five kilometres away,curated_multilingual_patterns,,the restaurant is five kilometres away,,,,team-curated linguistic pattern label
TR0502,I used the app yesterday,neutral,English/Malay/Manglish/emoji,direct_or_negation,i used the app yesterday,i used the app yesterday,curated_multilingual_patterns,,i used the app yesterday,,,,team-curated linguistic pattern label
TR0503,The receipt shows twelve ringgit,neutral,English/Malay/Manglish/emoji,direct_or_negation,the receipt shows twelve ringgit,the receipt shows twelve ringgit,curated_multilingual_patterns,,the receipt shows twelve ringgit,,,,team-curated linguistic pattern label
TR0504,There were three items,neutral,English/Malay/Manglish/emoji,direct_or_negation,there were three items,there were three items,curated_multilingual_patterns,,there were three items,,,,team-curated linguistic pattern label
TR0505,Order status is delivered,neutral,English/Malay/Manglish/emoji,direct_or_negation,order status is delivered,order status is delivered,curated_multilingual_patterns,,order status is delivered,,,,team-curated linguistic pattern label
TR0506,The order contains one drink,neutral,English/Malay/Manglish/emoji,direct_or_negation,the order contains one drink,the order contains one drink,curated_multilingual_patterns,,the order contains one drink,,,,team-curated linguistic pattern label
TR0507,Delivery arrived at nine pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,delivery arrived at nine pm,delivery arrived at nine pm,curated_multilingual_patterns,,delivery arrived at nine pm,,,,team-curated linguistic pattern label
TR0508,I paid using a debit card,neutral,English/Malay/Manglish/emoji,direct_or_negation,i paid using a debit card,i paid using a debit card,curated_multilingual_patterns,,i paid using a debit card,,,,team-curated linguistic pattern label
TR0509,The wallet was used for payment,neutral,English/Malay/Manglish/emoji,direct_or_negation,the wallet was used for payme not,the wallet was used for payme not,curated_multilingual_patterns,,the wallet was used for payment,,,,team-curated linguistic pattern label
TR0510,My basket includes two items,neutral,English/Malay/Manglish/emoji,direct_or_negation,my basket includes two items,my basket includes two items,curated_multilingual_patterns,,my basket includes two items,,,,team-curated linguistic pattern label
TR0511,The rider arrived at the stated time,neutral,English/Malay/Manglish/emoji,direct_or_negation,the rider arrived at the stated time,the rider arrived at the stated time,curated_multilingual_patterns,,the rider arrived at the stated time,,,,team-curated linguistic pattern label
TR0512,Saya tempah satu minuman,neutral,English/Malay/Manglish/emoji,direct_or_negation,saya tempah satu minuman,saya tempah satu minuman,curated_multilingual_patterns,,saya tempah satu minuman,,,,team-curated linguistic pattern label
TR0513,Saya membuat satu pesanan nasi,neutral,English/Malay/Manglish/emoji,direct_or_negation,saya membuat satu pesanan nasi,saya membuat satu pesanan nasi,curated_multilingual_patterns,,saya membuat satu pesanan nasi,,,,team-curated linguistic pattern label
TR0514,Pesanan saya mengandungi satu makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,pesanan saya mengandungi satu makanan,pesanan saya mengandungi satu makanan,curated_multilingual_patterns,,pesanan saya mengandungi satu makanan,,,,team-curated linguistic pattern label
TR0515,Grab review: The order arrived at 7 30 pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the order arrived at 7 30 pm,grab review the order arrived at 7 30 pm,curated_multilingual_patterns,,grab review: the order arrived at 7 30 pm,,,,team-curated linguistic pattern label
TR0516,Grab review: Delivery took 30 minutes,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review delivery took 30 minutes,grab review delivery took 30 minutes,curated_multilingual_patterns,,grab review: delivery took 30 minutes,,,,team-curated linguistic pattern label
TR0517,Grab review: I ordered two meals,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review i ordered two meals,grab review i ordered two meals,curated_multilingual_patterns,,grab review: i ordered two meals,,,,team-curated linguistic pattern label
TR0518,Grab review: The app version is 5 2,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the app version is 5 2,grab review the app version is 5 2,curated_multilingual_patterns,,grab review: the app version is 5 2,,,,team-curated linguistic pattern label
TR0519,Grab review: The driver called once,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the driver called once,grab review the driver called once,curated_multilingual_patterns,,grab review: the driver called once,,,,team-curated linguistic pattern label
TR0520,Grab review: Payment was made by card,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review payme not NOT_was NOT_made NOT_by NOT_card,grab review payme not was made by card,curated_multilingual_patterns,,grab review: payment was made by card,,,,team-curated linguistic pattern label
TR0521,Grab review: Saya order dua makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review saya order dua makanan,grab review saya order dua makanan,curated_multilingual_patterns,,grab review: saya order dua makanan,,,,team-curated linguistic pattern label
TR0522,Grab review: Makanan sampai pukul tujuh,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review makanan sampai pukul tujuh,grab review makanan sampai pukul tujuh,curated_multilingual_patterns,,grab review: makanan sampai pukul tujuh,,,,team-curated linguistic pattern label
TR0523,Grab review: Driver telefon saya,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review driver telefon saya,grab review driver telefon saya,curated_multilingual_patterns,,grab review: driver telefon saya,,,,team-curated linguistic pattern label
TR0524,Grab review: Bayaran guna kad,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review bayaran guna kad,grab review bayaran guna kad,curated_multilingual_patterns,,grab review: bayaran guna kad,,,,team-curated linguistic pattern label
TR0525,Grab review: Order sedang diproses,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review order sedang diproses,grab review order sedang diproses,curated_multilingual_patterns,,grab review: order sedang diproses,,,,team-curated linguistic pattern label
TR0526,Grab review: App dibuka pada waktu pagi,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review app dibuka pada waktu pagi,grab review app dibuka pada waktu pagi,curated_multilingual_patterns,,grab review: app dibuka pada waktu pagi,,,,team-curated linguistic pattern label
TR0527,Grab review: Food was okay,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review food was okay,grab review food was okay,curated_multilingual_patterns,,grab review: food was okay,,,,team-curated linguistic pattern label
TR0528,Grab review: Service was average,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review service was average,grab review service was average,curated_multilingual_patterns,,grab review: service was average,,,,team-curated linguistic pattern label
TR0529,Grab review: Nothing special about the meal,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review nothing special about the meal,grab review nothing special about the meal,curated_multilingual_patterns,,grab review: nothing special about the meal,,,,team-curated linguistic pattern label
TR0530,Grab review: The restaurant is five kilometres away,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the restaura not NOT_is NOT_five NOT_kilometres NOT_away,grab review the restaura not is five kilometres away,curated_multilingual_patterns,,grab review: the restaurant is five kilometres away,,,,team-curated linguistic pattern label
TR0531,Grab review: I used the app yesterday,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review i used the app yesterday,grab review i used the app yesterday,curated_multilingual_patterns,,grab review: i used the app yesterday,,,,team-curated linguistic pattern label
TR0532,Grab review: The receipt shows twelve ringgit,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the receipt shows twelve ringgit,grab review the receipt shows twelve ringgit,curated_multilingual_patterns,,grab review: the receipt shows twelve ringgit,,,,team-curated linguistic pattern label
TR0533,Grab review: There were three items,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review there were three items,grab review there were three items,curated_multilingual_patterns,,grab review: there were three items,,,,team-curated linguistic pattern label
TR0534,Grab review: Order status is delivered,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review order status is delivered,grab review order status is delivered,curated_multilingual_patterns,,grab review: order status is delivered,,,,team-curated linguistic pattern label
TR0535,Grab review: The order contains one drink,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the order contains one drink,grab review the order contains one drink,curated_multilingual_patterns,,grab review: the order contains one drink,,,,team-curated linguistic pattern label
TR0536,Grab review: Delivery arrived at nine pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review delivery arrived at nine pm,grab review delivery arrived at nine pm,curated_multilingual_patterns,,grab review: delivery arrived at nine pm,,,,team-curated linguistic pattern label
TR0537,Grab review: I paid using a debit card,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review i paid using a debit card,grab review i paid using a debit card,curated_multilingual_patterns,,grab review: i paid using a debit card,,,,team-curated linguistic pattern label
TR0538,Grab review: The wallet was used for payment,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the wallet was used for payme not,grab review the wallet was used for payme not,curated_multilingual_patterns,,grab review: the wallet was used for payment,,,,team-curated linguistic pattern label
TR0539,Grab review: My basket includes two items,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review my basket includes two items,grab review my basket includes two items,curated_multilingual_patterns,,grab review: my basket includes two items,,,,team-curated linguistic pattern label
TR0540,Grab review: The rider arrived at the stated time,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review the rider arrived at the stated time,grab review the rider arrived at the stated time,curated_multilingual_patterns,,grab review: the rider arrived at the stated time,,,,team-curated linguistic pattern label
TR0541,Grab review: Saya tempah satu minuman,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review saya tempah satu minuman,grab review saya tempah satu minuman,curated_multilingual_patterns,,grab review: saya tempah satu minuman,,,,team-curated linguistic pattern label
TR0542,Grab review: Saya membuat satu pesanan nasi,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review saya membuat satu pesanan nasi,grab review saya membuat satu pesanan nasi,curated_multilingual_patterns,,grab review: saya membuat satu pesanan nasi,,,,team-curated linguistic pattern label
TR0543,Grab review: Pesanan saya mengandungi satu makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,grab review pesanan saya mengandungi satu makanan,grab review pesanan saya mengandungi satu makanan,curated_multilingual_patterns,,grab review: pesanan saya mengandungi satu makanan,,,,team-curated linguistic pattern label
TR0544,Foodpanda order: The order arrived at 7 30 pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the order arrived at 7 30 pm,foodpanda order the order arrived at 7 30 pm,curated_multilingual_patterns,,foodpanda order: the order arrived at 7 30 pm,,,,team-curated linguistic pattern label
TR0545,Foodpanda order: Delivery took 30 minutes,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order delivery took 30 minutes,foodpanda order delivery took 30 minutes,curated_multilingual_patterns,,foodpanda order: delivery took 30 minutes,,,,team-curated linguistic pattern label
TR0546,Foodpanda order: I ordered two meals,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order i ordered two meals,foodpanda order i ordered two meals,curated_multilingual_patterns,,foodpanda order: i ordered two meals,,,,team-curated linguistic pattern label
TR0547,Foodpanda order: The app version is 5 2,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the app version is 5 2,foodpanda order the app version is 5 2,curated_multilingual_patterns,,foodpanda order: the app version is 5 2,,,,team-curated linguistic pattern label
TR0548,Foodpanda order: The driver called once,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the driver called once,foodpanda order the driver called once,curated_multilingual_patterns,,foodpanda order: the driver called once,,,,team-curated linguistic pattern label
TR0549,Foodpanda order: Payment was made by card,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order payme not NOT_was NOT_made NOT_by NOT_card,foodpanda order payme not was made by card,curated_multilingual_patterns,,foodpanda order: payment was made by card,,,,team-curated linguistic pattern label
TR0550,Foodpanda order: Saya order dua makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order saya order dua makanan,foodpanda order saya order dua makanan,curated_multilingual_patterns,,foodpanda order: saya order dua makanan,,,,team-curated linguistic pattern label
TR0551,Foodpanda order: Makanan sampai pukul tujuh,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order makanan sampai pukul tujuh,foodpanda order makanan sampai pukul tujuh,curated_multilingual_patterns,,foodpanda order: makanan sampai pukul tujuh,,,,team-curated linguistic pattern label
TR0552,Foodpanda order: Driver telefon saya,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order driver telefon saya,foodpanda order driver telefon saya,curated_multilingual_patterns,,foodpanda order: driver telefon saya,,,,team-curated linguistic pattern label
TR0553,Foodpanda order: Bayaran guna kad,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order bayaran guna kad,foodpanda order bayaran guna kad,curated_multilingual_patterns,,foodpanda order: bayaran guna kad,,,,team-curated linguistic pattern label
TR0554,Foodpanda order: Order sedang diproses,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order order sedang diproses,foodpanda order order sedang diproses,curated_multilingual_patterns,,foodpanda order: order sedang diproses,,,,team-curated linguistic pattern label
TR0555,Foodpanda order: App dibuka pada waktu pagi,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order app dibuka pada waktu pagi,foodpanda order app dibuka pada waktu pagi,curated_multilingual_patterns,,foodpanda order: app dibuka pada waktu pagi,,,,team-curated linguistic pattern label
TR0556,Foodpanda order: Food was okay,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order food was okay,foodpanda order food was okay,curated_multilingual_patterns,,foodpanda order: food was okay,,,,team-curated linguistic pattern label
TR0557,Foodpanda order: Service was average,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order service was average,foodpanda order service was average,curated_multilingual_patterns,,foodpanda order: service was average,,,,team-curated linguistic pattern label
TR0558,Foodpanda order: Nothing special about the meal,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order nothing special about the meal,foodpanda order nothing special about the meal,curated_multilingual_patterns,,foodpanda order: nothing special about the meal,,,,team-curated linguistic pattern label
TR0559,Foodpanda order: The restaurant is five kilometres away,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the restaura not NOT_is NOT_five NOT_kilometres NOT_away,foodpanda order the restaura not is five kilometres away,curated_multilingual_patterns,,foodpanda order: the restaurant is five kilometres away,,,,team-curated linguistic pattern label
TR0560,Foodpanda order: I used the app yesterday,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order i used the app yesterday,foodpanda order i used the app yesterday,curated_multilingual_patterns,,foodpanda order: i used the app yesterday,,,,team-curated linguistic pattern label
TR0561,Foodpanda order: The receipt shows twelve ringgit,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the receipt shows twelve ringgit,foodpanda order the receipt shows twelve ringgit,curated_multilingual_patterns,,foodpanda order: the receipt shows twelve ringgit,,,,team-curated linguistic pattern label
TR0562,Foodpanda order: There were three items,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order there were three items,foodpanda order there were three items,curated_multilingual_patterns,,foodpanda order: there were three items,,,,team-curated linguistic pattern label
TR0563,Foodpanda order: Order status is delivered,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order order status is delivered,foodpanda order order status is delivered,curated_multilingual_patterns,,foodpanda order: order status is delivered,,,,team-curated linguistic pattern label
TR0564,Foodpanda order: The order contains one drink,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the order contains one drink,foodpanda order the order contains one drink,curated_multilingual_patterns,,foodpanda order: the order contains one drink,,,,team-curated linguistic pattern label
TR0565,Foodpanda order: Delivery arrived at nine pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order delivery arrived at nine pm,foodpanda order delivery arrived at nine pm,curated_multilingual_patterns,,foodpanda order: delivery arrived at nine pm,,,,team-curated linguistic pattern label
TR0566,Foodpanda order: I paid using a debit card,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order i paid using a debit card,foodpanda order i paid using a debit card,curated_multilingual_patterns,,foodpanda order: i paid using a debit card,,,,team-curated linguistic pattern label
TR0567,Foodpanda order: The wallet was used for payment,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the wallet was used for payme not,foodpanda order the wallet was used for payme not,curated_multilingual_patterns,,foodpanda order: the wallet was used for payment,,,,team-curated linguistic pattern label
TR0568,Foodpanda order: My basket includes two items,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order my basket includes two items,foodpanda order my basket includes two items,curated_multilingual_patterns,,foodpanda order: my basket includes two items,,,,team-curated linguistic pattern label
TR0569,Foodpanda order: The rider arrived at the stated time,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the rider arrived at the stated time,foodpanda order the rider arrived at the stated time,curated_multilingual_patterns,,foodpanda order: the rider arrived at the stated time,,,,team-curated linguistic pattern label
TR0570,Foodpanda order: Saya tempah satu minuman,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order saya tempah satu minuman,foodpanda order saya tempah satu minuman,curated_multilingual_patterns,,foodpanda order: saya tempah satu minuman,,,,team-curated linguistic pattern label
TR0571,Foodpanda order: Saya membuat satu pesanan nasi,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order saya membuat satu pesanan nasi,foodpanda order saya membuat satu pesanan nasi,curated_multilingual_patterns,,foodpanda order: saya membuat satu pesanan nasi,,,,team-curated linguistic pattern label
TR0572,Foodpanda order: Pesanan saya mengandungi satu makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order pesanan saya mengandungi satu makanan,foodpanda order pesanan saya mengandungi satu makanan,curated_multilingual_patterns,,foodpanda order: pesanan saya mengandungi satu makanan,,,,team-curated linguistic pattern label
TR0573,My experience: The order arrived at 7 30 pm,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience the order arrived at 7 30 pm,my experience the order arrived at 7 30 pm,curated_multilingual_patterns,,my experience: the order arrived at 7 30 pm,,,,team-curated linguistic pattern label
TR0574,My experience: Delivery took 30 minutes,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience delivery took 30 minutes,my experience delivery took 30 minutes,curated_multilingual_patterns,,my experience: delivery took 30 minutes,,,,team-curated linguistic pattern label
TR0575,My experience: I ordered two meals,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience i ordered two meals,my experience i ordered two meals,curated_multilingual_patterns,,my experience: i ordered two meals,,,,team-curated linguistic pattern label
TR0576,My experience: The app version is 5 2,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience the app version is 5 2,my experience the app version is 5 2,curated_multilingual_patterns,,my experience: the app version is 5 2,,,,team-curated linguistic pattern label
TR0577,My experience: The driver called once,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience the driver called once,my experience the driver called once,curated_multilingual_patterns,,my experience: the driver called once,,,,team-curated linguistic pattern label
TR0578,My experience: Payment was made by card,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience payme not NOT_was NOT_made NOT_by NOT_card,my experience payme not was made by card,curated_multilingual_patterns,,my experience: payment was made by card,,,,team-curated linguistic pattern label
TR0579,My experience: Saya order dua makanan,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience saya order dua makanan,my experience saya order dua makanan,curated_multilingual_patterns,,my experience: saya order dua makanan,,,,team-curated linguistic pattern label
TR0580,My experience: Makanan sampai pukul tujuh,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience makanan sampai pukul tujuh,my experience makanan sampai pukul tujuh,curated_multilingual_patterns,,my experience: makanan sampai pukul tujuh,,,,team-curated linguistic pattern label
TR0581,My experience: Driver telefon saya,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience driver telefon saya,my experience driver telefon saya,curated_multilingual_patterns,,my experience: driver telefon saya,,,,team-curated linguistic pattern label
TR0582,My experience: Bayaran guna kad,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience bayaran guna kad,my experience bayaran guna kad,curated_multilingual_patterns,,my experience: bayaran guna kad,,,,team-curated linguistic pattern label
TR0583,My experience: Order sedang diproses,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience order sedang diproses,my experience order sedang diproses,curated_multilingual_patterns,,my experience: order sedang diproses,,,,team-curated linguistic pattern label
TR0584,My experience: App dibuka pada waktu pagi,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience app dibuka pada waktu pagi,my experience app dibuka pada waktu pagi,curated_multilingual_patterns,,my experience: app dibuka pada waktu pagi,,,,team-curated linguistic pattern label
TR0585,My experience: Food was okay,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience food was okay,my experience food was okay,curated_multilingual_patterns,,my experience: food was okay,,,,team-curated linguistic pattern label
TR0586,My experience: Service was average,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience service was average,my experience service was average,curated_multilingual_patterns,,my experience: service was average,,,,team-curated linguistic pattern label
TR0587,My experience: Nothing special about the meal,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience nothing special about the meal,my experience nothing special about the meal,curated_multilingual_patterns,,my experience: nothing special about the meal,,,,team-curated linguistic pattern label
TR0588,My experience: The restaurant is five kilometres away,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience the restaura not NOT_is NOT_five NOT_kilometres NOT_away,my experience the restaura not is five kilometres away,curated_multilingual_patterns,,my experience: the restaurant is five kilometres away,,,,team-curated linguistic pattern label
TR0589,My experience: I used the app yesterday,neutral,English/Malay/Manglish/emoji,direct_or_negation,my experience i used the app yesterday,my experience i used the app yesterday,curated_multilingual_patterns,,my experience: i used the app yesterday,,,,team-curated linguistic pattern label
